informe,publicado_utc,fecha_datos,filas,resultado,detalle
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x17-a.pdf,2025-06-18T16:46:33,2025-06-17,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x18-a.pdf,2025-06-19T14:51:33,2025-06-18,72,guardado,
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x19-a.pdf,2025-06-21T14:43:53,2025-06-19,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x20-a.pdf,2025-06-21T14:44:23,2025-06-20,73,guardado,
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x21-a.pdf,2025-06-22T14:56:53,2025-06-21,72,guardado,
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x22-a.pdf,2025-06-23T15:10:44,2025-06-22,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x23-a.pdf,2025-06-24T17:28:14,2025-06-23,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x24-a.pdf,2025-06-25T14:47:11,2025-06-24,85,guardado,
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x25-a.pdf,2025-06-26T15:39:28,2025-06-25,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x26-a.pdf,2025-06-27T14:35:45,2025-06-26,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x27-a.pdf,2025-06-29T15:52:43,2025-06-27,68,guardado,
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x28-a.pdf,2025-06-29T15:52:58,2025-06-28,74,guardado,
https://indomet.gob.do/wp-content/uploads/2025/06/temperaturas-extremas-y-precipitaciones-2025x06x28-a-1.pdf,2025-06-29T17:55:06,2025-06-28,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x06x29-a.pdf,2025-07-01T15:16:48,2025-06-29,80,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x06x30-a.pdf,2025-07-01T15:17:04,2025-06-30,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x01-a.pdf,2025-07-03T14:51:53,2025-07-01,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x02-a.pdf,2025-07-03T14:52:19,2025-07-02,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x03-a.pdf,2025-07-05T15:04:41,2025-07-03,74,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x04-a.pdf,2025-07-05T15:04:54,2025-07-04,70,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x05-a.pdf,2025-07-07T14:36:24,2025-07-05,70,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x06-a.pdf,2025-07-07T14:36:54,2025-07-06,76,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x07-a.pdf,2025-07-08T16:57:31,2025-07-07,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x08-a.pdf,2025-07-09T14:28:10,2025-07-08,80,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x09-a.pdf,2025-07-11T14:38:08,2025-07-09,80,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x10-a.pdf,2025-07-11T14:38:21,2025-07-10,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x11-a.pdf,2025-07-12T15:33:36,2025-07-11,67,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x12-a.pdf,2025-07-13T14:52:03,2025-07-12,72,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x12-b.pdf,2025-07-13T15:29:24,2025-07-12,73,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x13-a.pdf,2025-07-15T14:27:50,2025-07-13,75,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x14-a.pdf,2025-07-15T14:27:51,2025-07-14,82,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x15-a.pdf,2025-07-17T15:15:41,2025-07-15,79,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x16-a.pdf,2025-07-17T15:15:41,2025-07-16,78,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x17-a.pdf,2025-07-19T14:56:43,2025-07-17,78,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x18-a.pdf,2025-07-19T14:57:00,2025-07-18,73,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x19-a.pdf,2025-07-20T17:48:29,2025-07-19,72,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x20-a.pdf,2025-07-21T14:45:36,2025-07-20,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x21-a.pdf,2025-07-22T14:25:58,2025-07-21,76,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf,2025-07-23T14:36:30,2025-07-22,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf,2025-07-24T14:50:47,2025-07-23,77,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x27-a.pdf,2025-07-28T15:15:39,2025-07-27,79,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x28-a.pdf,2025-07-29T14:40:01,2025-07-28,79,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x26-a.pdf,2025-07-29T14:40:19,2025-07-26,70,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x24-b.pdf,2025-07-29T14:50:22,2025-07-24,81,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x25-a.pdf,2025-07-29T14:50:37,2025-07-25,73,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x27-a-1.pdf,2025-07-29T14:50:52,2025-07-27,79,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x26-a-1.pdf,2025-07-29T14:51:12,2025-07-26,70,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x27-a-2.pdf,2025-07-29T14:51:29,2025-07-27,79,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x28-a-1.pdf,2025-07-29T14:51:43,2025-07-28,79,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x29-b.pdf,2025-07-30T14:54:20,2025-07-29,74,guardado,
https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x30-a.pdf,2025-07-31T14:42:34,2025-07-30,82,guardado,
https://indomet.gob.do/wp-content/uploads/2025/08/temperaturas-extremas-y-precipitaciones-2025x07x31-a.pdf,2025-08-01T18:50:24,2025-07-31,74,guardado,
